;ts_start;ts_stop;sciName;comName_en;confidence;comName;speciesCode;category;taxonOrder;bandingCodes;comNameCodes;sciNameCodes;order;familyCode;familyComName;familySciName;extinct;extinctYear;photo_url
0;0;3.0;Sylvia atricapilla;Eurasian Blackcap;0.7653245;Fauvette à tête noire;blackc1;species;24386.0;['EUBC'];['EUBL', 'BLAC'];['SYAT'];Passeriformes;sylvii1;Sylviid Warblers, Parrotbills, and Allies;Sylviidae;;;https://upload.wikimedia.org/wikipedia/commons/f/f5/Blackcap_%28Sylvia_atricapilla%29_male.jpg
